date,home,visitor,FT,hgoal,vgoal,comp_season,cup,shootout_winner
2008-09-03,Gimnàstic,Girona,0-2,0,2,2008-09,Copa del Rey,
2008-09-03,Huesca,Rayo Vallecano,1-3,1,3,2008-09,Copa del Rey,
2008-09-03,Hércules,Levante,2-1,2,1,2008-09,Copa del Rey,
2008-09-03,Melilla,Mérida,5-2,5,2,2008-09,Copa del Rey,
2008-09-03,Orihuela,Fuerteventura,1-0,1,0,2008-09,Copa del Rey,
2008-09-03,Poli Ejido,Conquense,2-0,2,0,2008-09,Copa del Rey,
2008-09-03,Real Oviedo,Ponferradina,2-3,2,3,2008-09,Copa del Rey,
2008-09-03,Real Sociedad,Zaragoza,1-0,1,0,2008-09,Copa del Rey,
2008-09-03,Real Unión,Sant Andreu,2-1,2,1,2008-09,Copa del Rey,
2008-09-03,Salamanca,Las Palmas,2-1,2,1,2008-09,Copa del Rey,
2008-09-03,Tenerife,Córdoba,2-1,2,1,2008-09,Copa del Rey,
2008-09-03,Toledo,Zamora,1-0,1,0,2008-09,Copa del Rey,
2008-09-03,Xerez,Real Murcia,1-1,1,1,2008-09,Copa del Rey,Real Murcia
2008-09-03,Écija,Portugalete,0-1,0,1,2008-09,Copa del Rey,
2008-09-04,Alicante,Celta Vigo,0-1,0,1,2008-09,Copa del Rey,
2008-09-11,Gavà,Universidad de Las Palmas,1-3,1,3,2008-09,Copa del Rey,
2008-10-08,Celta Vigo,Real Sociedad,2-0,2,0,2008-09,Copa del Rey,
2008-10-08,Granada 74,Benidorm,0-2,0,2,2008-09,Copa del Rey,
2008-10-08,Hércules,Girona,1-0,1,0,2008-09,Copa del Rey,
2008-10-08,Orihuela,Toledo,3-1,3,1,2008-09,Copa del Rey,
2008-10-08,Ponferradina,Universidad de Las Palmas,1-1,1,1,2008-09,Copa del Rey,Ponferradina
2008-10-08,Portugalete,Don Benito,2-0,2,0,2008-09,Copa del Rey,
2008-10-08,Rayo Vallecano,Albacete,2-1,2,1,2008-09,Copa del Rey,
2008-10-08,Real Unión,Barakaldo,2-1,2,1,2008-09,Copa del Rey,
2008-10-08,Salamanca,Castellón,0-1,0,1,2008-09,Copa del Rey,
2008-10-09,Elche,Tenerife,1-1,1,1,2008-09,Copa del Rey,Elche
2009-01-21,Espanyol,Barcelona,0-0,0,0,2008-09,Copa del Rey,
2009-01-21,Valencia,Sevilla,3-2,3,2,2008-09,Copa del Rey,
2009-01-22,Athletic Bilbao,Sporting de Gijón,0-0,0,0,2008-09,Copa del Rey,
2009-01-22,Mallorca,Betis,1-0,1,0,2008-09,Copa del Rey,
2009-01-28,Betis,Mallorca,0-0,0,0,2008-09,Copa del Rey,
2009-01-28,Sporting de Gijón,Athletic Bilbao,1-2,1,2,2008-09,Copa del Rey,
2009-01-29,Barcelona,Espanyol,3-2,3,2,2008-09,Copa del Rey,
2009-01-29,Sevilla,Valencia,2-1,2,1,2008-09,Copa del Rey,
2009-02-04,Sevilla,Athletic Bilbao,2-1,2,1,2008-09,Copa del Rey,
2009-02-05,Barcelona,Mallorca,2-0,2,0,2008-09,Copa del Rey,
2009-03-04,Athletic Bilbao,Sevilla,3-0,3,0,2008-09,Copa del Rey,
2009-03-04,Mallorca,Barcelona,1-1,1,1,2008-09,Copa del Rey,
2009-05-13,Athletic Bilbao,Barcelona,1-4,1,4,2008-09,Copa del Rey,
2009-10-08,Melilla,Poli Ejido,2-3,2,3,2008-09,Copa del Rey,
2010-01-05,Barcelona,Sevilla,1-2,1,2,2009-10,Copa del Rey,
2010-01-06,Alcorcón,Racing Santander,2-3,2,3,2009-10,Copa del Rey,
2010-01-06,Celta,Villarreal,1-1,1,1,2009-10,Copa del Rey,
2010-01-06,Recreativo,Atlético Madrid,3-0,3,0,2009-10,Copa del Rey,
2010-01-06,Valencia,Deportivo,1-2,1,2,2009-10,Copa del Rey,
2010-01-07,Hércules,Osasuna,2-1,2,1,2009-10,Copa del Rey,
2010-01-07,Málaga,Getafe,2-1,2,1,2009-10,Copa del Rey,
2010-01-07,Rayo Vallecano,Mallorca,2-1,2,1,2009-10,Copa del Rey,
2010-01-12,Villarreal,Celta,0-1,0,1,2009-10,Copa del Rey,
2010-01-13,Deportivo,Valencia,2-2,2,2,2009-10,Copa del Rey,
2010-01-13,Getafe,Málaga,5-1,5,1,2009-10,Copa del Rey,
2010-01-13,Osasuna,Hércules,1-0,1,0,2009-10,Copa del Rey,
2010-01-13,Racing Santander,Alcorcón,0-0,0,0,2009-10,Copa del Rey,
2010-01-13,Sevilla,Barcelona,0-1,0,1,2009-10,Copa del Rey,
2010-01-14,Atlético Madrid,Recreativo,5-1,5,1,2009-10,Copa del Rey,
2010-01-14,Mallorca,Rayo Vallecano,3-1,3,1,2009-10,Copa del Rey,
2010-01-20,Deportivo La Coruña,Sevilla,0-3,0,3,2009-10,Copa del Rey,
2010-01-20,Mallorca,Getafe,1-2,1,2,2009-10,Copa del Rey,
2010-01-21,Atlético Madrid,Celta Vigo,1-1,1,1,2009-10,Copa del Rey,
2010-01-21,Racing Santander,Osasuna,2-1,2,1,2009-10,Copa del Rey,
2010-01-27,Osasuna,Racing Santander,0-3,0,3,2009-10,Copa del Rey,
2010-01-27,Sevilla,Deportivo La Coruña,0-1,0,1,2009-10,Copa del Rey,
2010-01-28,Celta Vigo,Atlético Madrid,0-1,0,1,2009-10,Copa del Rey,
2010-01-28,Getafe,Mallorca,0-1,0,1,2009-10,Copa del Rey,
2010-02-03,Sevilla,Getafe,2-0,2,0,2009-10,Copa del Rey,
2010-02-04,Atlético Madrid,Racing Santander,4-0,4,0,2009-10,Copa del Rey,
2010-02-10,Getafe,Sevilla,1-0,1,0,2009-10,Copa del Rey,
2010-02-11,Racing Santander,Atlético Madrid,3-2,3,2,2009-10,Copa del Rey,
2010-05-19,Sevilla,Atlético Madrid,2-0,2,0,2009-10,Copa del Rey,
2010-08-21,La Roda,CD Alcalá,1-2,1,2,2010-11,Copa del Rey,
2010-08-22,Gandía,Sant Andreu,1-2,1,2,2010-11,Copa del Rey,
2010-08-24,Ceuta,Atlético Mancha Real,4-1,4,1,2010-11,Copa del Rey,
2010-08-24,L'Hospitalet,Dénia,2-1,2,1,2010-11,Copa del Rey,
2010-08-24,Oyonesa,Tudelano,0-3,0,3,2010-11,Copa del Rey,
2010-08-25,Alavés,UD Logroñés,0-1,0,1,2010-11,Copa del Rey,
2010-08-25,Badajoz,Corralejo,4-0,4,0,2010-11,Copa del Rey,
2010-08-25,Benidorm,Orihuela,0-0,0,0,2010-11,Copa del Rey,Orihuela
2010-08-25,Caudal,Palencia,4-3,4,3,2010-11,Copa del Rey,
2010-08-25,Ontinyent,Castellón,0-2,0,2,2010-11,Copa del Rey,
2010-08-25,Parla,Cádiz,1-5,1,5,2010-11,Copa del Rey,
2010-08-25,Pontevedra,Guadalajara,0-1,0,1,2010-11,Copa del Rey,
2010-08-25,Portugalete,Noja,3-2,3,2,2010-11,Copa del Rey,
2010-08-25,Puertollano,Murcia,0-0,0,0,2010-11,Copa del Rey,Murcia
2010-08-25,Real Oviedo,SD Eibar,1-0,1,0,2010-11,Copa del Rey,
2010-08-25,Real Unión,Burgos,1-0,1,0,2010-11,Copa del Rey,
2010-08-25,Teruel,Atlético Baleares,0-0,0,0,2010-11,Copa del Rey,Teruel
2010-08-25,Universidad Las Palmas,Leganés,1-0,1,0,2010-11,Copa del Rey,
2010-09-01,Albacete,Granada,0-2,0,2,2010-11,Copa del Rey,
2010-09-01,Alcorcón,Celta,3-2,3,2,2010-11,Copa del Rey,
2010-09-01,Badajoz,Real Jaén,2-0,2,0,2010-11,Copa del Rey,
2010-09-01,Betis,Salamanca,2-1,2,1,2010-11,Copa del Rey,
2010-09-01,CD Alcalá,Sant Andreu,1-3,1,3,2010-11,Copa del Rey,
2010-09-01,Cartagena,Rayo Vallecano,1-3,1,3,2010-11,Copa del Rey,
2010-09-01,Castellón,Portugalete,2-3,2,3,2010-11,Copa del Rey,
2010-09-01,Caudal,Universidad LPGC,0-1,0,1,2010-11,Copa del Rey,
2010-09-01,Ceuta,Guadalajara,2-1,2,1,2010-11,Copa del Rey,
2010-09-01,Cádiz,L'Hospitalet,3-1,3,1,2010-11,Copa del Rey,
2010-09-01,Córdoba,Numancia,1-0,1,0,2010-11,Copa del Rey,
2010-09-01,Elche,Tenerife,4-1,4,1,2010-11,Copa del Rey,
2010-09-01,Gimnàstic,Xerez,1-2,1,2,2010-11,Copa del Rey,
2010-09-01,Girona,Huesca,1-1,1,1,2010-11,Copa del Rey,Huesca
2010-09-01,Jumilla,Melilla,0-1,0,1,2010-11,Copa del Rey,
2010-09-01,Poli Ejido,Alcoyano,1-0,1,0,2010-11,Copa del Rey,
2010-09-01,Ponferradina,Recreativo,1-0,1,0,2010-11,Copa del Rey,
2010-09-01,Real Oviedo,Real Murcia,2-2,2,2,2010-11,Copa del Rey,Real Murcia
2010-09-01,Teruel,Real Unión,0-1,0,1,2010-11,Copa del Rey,
2010-09-01,Tudelano,Lucena,0-2,0,2,2010-11,Copa del Rey,
2010-09-01,UD Logroñés,Cerceda,0-0,0,0,2010-11,Copa del Rey,UD Logroñés
2010-09-01,Valladolid,Las Palmas,5-3,5,3,2010-11,Copa del Rey,
2010-09-08,Badajoz,UD Logroñés,0-2,0,2,2010-11,Copa del Rey,
2010-09-08,Córdoba,Rayo Vallecano,2-1,2,1,2010-11,Copa del Rey,
2010-09-08,Elche,Xerez,1-2,1,2,2010-11,Copa del Rey,
2010-09-08,Granada,Betis,2-2,2,2,2010-11,Copa del Rey,Betis
2010-09-08,Lucena,Universidad LPGC,0-1,0,1,2010-11,Copa del Rey,
2010-09-08,Melilla,Ceuta,2-2,2,2,2010-11,Copa del Rey,Ceuta
2010-09-08,Poli Ejido,Cádiz,1-0,1,0,2010-11,Copa del Rey,
2010-09-08,Real Unión,Orihuela,1-0,1,0,2010-11,Copa del Rey,
2010-09-08,Sant Andreu,Murcia,0-1,0,1,2010-11,Copa del Rey,
2010-09-08,Valladolid,Huesca,1-0,1,0,2010-11,Copa del Rey,
2010-09-15,Alcorcón,Ponferradina,1-1,1,1,2010-11,Copa del Rey,Alcorcón
2010-10-26,Ceuta,Barcelona,0-2,0,2,2010-11,Copa del Rey,
2010-10-26,Murcia,Real Madrid,0-0,0,0,2010-11,Copa del Rey,
2010-10-27,Betis,Zaragoza,0-1,0,1,2010-11,Copa del Rey,
2010-10-27,Córdoba,Racing Santander,2-0,2,0,2010-11,Copa del Rey,
2010-10-27,Hércules,Málaga,0-0,0,0,2010-11,Copa del Rey,
2010-10-27,Logroñés,Valencia,0-3,0,3,2010-11,Copa del Rey,
2010-10-27,Mallorca,Sporting de Gijón,3-1,3,1,2010-11,Copa del Rey,
2010-10-27,Poli Ejido,Villarreal,1-1,1,1,2010-11,Copa del Rey,
2010-10-27,Portugalete,Getafe,1-1,1,1,2010-11,Copa del Rey,
2010-10-27,Real Unión,Sevilla,0-4,0,4,2010-11,Copa del Rey,
2010-10-27,Universidad LPGC,Atlético Madrid,0-5,0,5,2010-11,Copa del Rey,
2010-10-27,Valladolid,Espanyol,0-2,0,2,2010-11,Copa del Rey,
2010-10-27,Xerez,Levante,2-3,2,3,2010-11,Copa del Rey,
2010-10-28,Alcorcón,Athletic Bilbao,0-1,0,1,2010-11,Copa del Rey,
2010-10-28,Osasuna,Deportivo La Coruña,1-1,1,1,2010-11,Copa del Rey,
2010-10-28,Real Sociedad,Almería,2-3,2,3,2010-11,Copa del Rey,
2010-11-09,Espanyol,Valladolid,1-1,1,1,2010-11,Copa del Rey,
2010-11-09,Racing Santander,Córdoba,3-1,3,1,2010-11,Copa del Rey,
2010-11-10,Almería,Real Sociedad,2-1,2,1,2010-11,Copa del Rey,
2010-11-10,Athletic Bilbao,Alcorcón,2-0,2,0,2010-11,Copa del Rey,
2010-11-10,Atlético Madrid,Universidad LPGC,1-1,1,1,2010-11,Copa del Rey,
2010-11-10,Barcelona,Ceuta,5-1,5,1,2010-11,Copa del Rey,
2010-11-10,Deportivo La Coruña,Osasuna,2-1,2,1,2010-11,Copa del Rey,
2010-11-10,Levante,Xerez,1-2,1,2,2010-11,Copa del Rey,
2010-11-10,Real Madrid,Murcia,5-1,5,1,2010-11,Copa del Rey,
2010-11-10,Sevilla,Real Unión,6-1,6,1,2010-11,Copa del Rey,
2010-11-10,Villarreal,Poli Ejido,2-0,2,0,2010-11,Copa del Rey,
2010-11-10,Zaragoza,Betis,1-2,1,2,2010-11,Copa del Rey,
2010-11-11,Getafe,Portugalete,0-0,0,0,2010-11,Copa del Rey,
2010-11-11,Málaga,Hércules,3-2,3,2,2010-11,Copa del Rey,
2010-11-11,Sporting de Gijón,Mallorca,2-2,2,2,2010-11,Copa del Rey,
2010-11-11,Valencia,Logroñés,4-1,4,1,2010-11,Copa del Rey,
2010-12-21,Barcelona,Athletic Bilbao,0-0,0,0,2010-11,Copa del Rey,
2010-12-21,Córdoba,Deportivo La Coruña,1-1,1,1,2010-11,Copa del Rey,
2010-12-21,Valencia,Villarreal,0-0,0,0,2010-11,Copa del Rey,
2010-12-22,Almería,Mallorca,4-3,4,3,2010-11,Copa del Rey,
2010-12-22,Atlético Madrid,Espanyol,1-0,1,0,2010-11,Copa del Rey,
2010-12-22,Betis,Getafe,1-2,1,2,2010-11,Copa del Rey,
2010-12-22,Real Madrid,Levante,8-0,8,0,2010-11,Copa del Rey,
2010-12-22,Sevilla,Málaga,5-3,5,3,2010-11,Copa del Rey,
2011-01-05,Athletic Bilbao,Barcelona,1-1,1,1,2010-11,Copa del Rey,
2011-01-05,Deportivo La Coruña,Córdoba,3-1,3,1,2010-11,Copa del Rey,
2011-01-05,Málaga,Sevilla,0-3,0,3,2010-11,Copa del Rey,
2011-01-06,Espanyol,Atlético Madrid,1-1,1,1,2010-11,Copa del Rey,
2011-01-06,Getafe,Betis,1-3,1,3,2010-11,Copa del Rey,
2011-01-06,Levante,Real Madrid,2-0,2,0,2010-11,Copa del Rey,
2011-01-06,Mallorca,Almería,3-4,3,4,2010-11,Copa del Rey,
2011-01-06,Villarreal,Valencia,4-2,4,2,2010-11,Copa del Rey,
2011-01-12,Barcelona,Betis,5-0,5,0,2010-11,Copa del Rey,
2011-01-12,Villarreal,Sevilla,3-3,3,3,2010-11,Copa del Rey,
2011-01-13,Almería,Deportivo La Coruña,1-0,1,0,2010-11,Copa del Rey,
2011-01-13,Real Madrid,Atlético Madrid,3-1,3,1,2010-11,Copa del Rey,
2011-01-18,Sevilla,Villarreal,3-0,3,0,2010-11,Copa del Rey,
2011-01-19,Betis,Barcelona,3-1,3,1,2010-11,Copa del Rey,
2011-01-19,Deportivo La Coruña,Almería,2-3,2,3,2010-11,Copa del Rey,
2011-01-20,Atlético Madrid,Real Madrid,0-1,0,1,2010-11,Copa del Rey,
2011-01-26,Barcelona,Almería,5-0,5,0,2010-11,Copa del Rey,
2011-01-26,Sevilla,Real Madrid,0-1,0,1,2010-11,Copa del Rey,
2011-02-02,Almería,Barcelona,0-3,0,3,2010-11,Copa del Rey,
2011-02-02,Real Madrid,Sevilla,2-0,2,0,2010-11,Copa del Rey,
2011-04-20,Barcelona,Real Madrid,0-1,0,1,2010-11,Copa del Rey,
2011-08-31,Alcobendas Sport,Lanzarote,0-1,0,1,2011-12,Copa del Rey,
2011-08-31,Amorebieta,Mirandés,0-1,0,1,2011-12,Copa del Rey,
2011-08-31,Andorra,Lleida Esportiu,3-1,3,1,2011-12,Copa del Rey,
2011-08-31,Burgos,Eibar,0-1,0,1,2011-12,Copa del Rey,
2011-08-31,Cerceda,Tenerife,2-0,2,0,2011-12,Copa del Rey,
2011-08-31,Jaén,Ceuta,3-0,3,0,2011-12,Copa del Rey,
2011-08-31,Leganés,Vecindario,3-1,3,1,2011-12,Copa del Rey,
2011-08-31,Linense,Badalona,3-1,3,1,2011-12,Copa del Rey,
2011-08-31,Llagostera,Olímpic Xàtiva,4-2,4,2,2011-12,Copa del Rey,
2011-08-31,Lugo,Oviedo,1-3,1,3,2011-12,Copa del Rey,
2011-08-31,Manacor,L'Hospitalet,1-4,1,4,2011-12,Copa del Rey,
2011-08-31,Marino Luanco,Toledo,3-1,3,1,2011-12,Copa del Rey,
2011-08-31,Melilla,Villanovense,0-1,0,1,2011-12,Copa del Rey,
2011-08-31,Noja,Real Unión,2-1,2,1,2011-12,Copa del Rey,
2011-08-31,Náxara,Salamanca,0-3,0,3,2011-12,Copa del Rey,
2011-08-31,Palencia,Logroñés,1-3,1,3,2011-12,Copa del Rey,
2011-08-31,Tudelano,Ponferradina,2-2,2,2,2011-12,Copa del Rey,Ponferradina
2011-08-31,UCAM Murcia,Comarca Níjar,0-0,0,0,2011-12,Copa del Rey,UCAM Murcia
2011-09-06,Alcorcón,Sabadell,2-1,2,1,2011-12,Copa del Rey,
2011-09-06,Murcia,Córdoba,0-1,0,1,2011-12,Copa del Rey,
2011-09-07,Albacete,Jaén,1-0,1,0,2011-12,Copa del Rey,
2011-09-07,Almería,Guadalajara,2-0,2,0,2011-12,Copa del Rey,
2011-09-07,Cartagena,Numancia,0-0,0,0,2011-12,Copa del Rey,Numancia
2011-09-07,Cádiz,Alcalá,3-1,3,1,2011-12,Copa del Rey,
2011-09-07,Deportivo La Coruña,Girona,5-1,5,1,2011-12,Copa del Rey,
2011-09-07,Eibar,Lanzarote,4-0,4,0,2011-12,Copa del Rey,
2011-09-07,Huesca,Xerez,1-0,1,0,2011-12,Copa del Rey,
2011-09-07,Hércules,Alcoyano,0-3,0,3,2011-12,Copa del Rey,
2011-09-07,L'Hospitalet,Leganés,3-2,3,2,2011-12,Copa del Rey,
2011-09-07,Llagostera,Cerceda,2-1,2,1,2011-12,Copa del Rey,
2011-09-07,Marino Luanco,Andorra,2-2,2,2,2011-12,Copa del Rey,Andorra
2011-09-07,Mirandés,Linense,3-1,3,1,2011-12,Copa del Rey,
2011-09-07,Noja,Logroñés,0-2,0,2,2011-12,Copa del Rey,
2011-09-07,Oviedo,Salamanca,1-1,1,1,2011-12,Copa del Rey,Oviedo
2011-09-07,Ponferradina,Roquetas,3-0,3,0,2011-12,Copa del Rey,
2011-09-07,Recreativo,Elche,0-2,0,2,2011-12,Copa del Rey,
2011-09-07,San Roque Lepe,Villanovense,2-0,2,0,2011-12,Copa del Rey,
2011-09-07,Sant Andreu,Orihuela,0-1,0,1,2011-12,Copa del Rey,
2011-09-07,UCAM Murcia,Alavés,0-1,0,1,2011-12,Copa del Rey,
2011-09-08,Celta Vigo,Las Palmas,2-0,2,0,2011-12,Copa del Rey,
2011-09-08,Valladolid,Gimnàstic,6-0,6,0,2011-12,Copa del Rey,
2011-10-12,Albacete,Alavés,1-0,1,0,2011-12,Copa del Rey,
2011-10-12,Alcorcón,Numancia,2-1,2,1,2011-12,Copa del Rey,
2011-10-12,Almería,Elche,1-0,1,0,2011-12,Copa del Rey,
2011-10-12,Andorra,San Roque Lepe,1-3,1,3,2011-12,Copa del Rey,
2011-10-12,Celta Vigo,Valladolid,4-1,4,1,2011-12,Copa del Rey,
2011-10-12,Córdoba,Huesca,1-1,1,1,2011-12,Copa del Rey,Córdoba
2011-10-12,Deportivo La Coruña,Alcoyano,2-1,2,1,2011-12,Copa del Rey,
2011-10-12,Eibar,Ponferradina,0-1,0,1,2011-12,Copa del Rey,
2011-10-12,Llagostera,L'Hospitalet,0-1,0,1,2011-12,Copa del Rey,
2011-10-12,Mirandés,Logroñés,3-1,3,1,2011-12,Copa del Rey,
2011-10-12,Orihuela,Cádiz,1-3,1,3,2011-12,Copa del Rey,
2011-11-09,L'Hospitalet,Barcelona,0-1,0,1,2011-12,Copa del Rey,
2011-12-08,Albacete,Atlético Madrid,2-1,2,1,2011-12,Copa del Rey,
2011-12-08,Oviedo,Athletic Bilbao,0-1,0,1,2011-12,Copa del Rey,
2011-12-13,Alcorcón,Zaragoza,1-1,1,1,2011-12,Copa del Rey,
2011-12-13,Almería,Osasuna,1-3,1,3,2011-12,Copa del Rey,
2011-12-13,Celta Vigo,Espanyol,0-0,0,0,2011-12,Copa del Rey,
2011-12-13,Cádiz,Valencia,0-0,0,0,2011-12,Copa del Rey,
2011-12-13,Córdoba,Betis,1-0,1,0,2011-12,Copa del Rey,
2011-12-13,Deportivo La Coruña,Levante,3-1,3,1,2011-12,Copa del Rey,
2011-12-13,Getafe,Málaga,0-1,0,1,2011-12,Copa del Rey,
2011-12-13,Mallorca,Sporting Gijón,0-1,0,1,2011-12,Copa del Rey,
2011-12-13,Mirandés,Villarreal,1-1,1,1,2011-12,Copa del Rey,
2011-12-13,Ponferradina,Real Madrid,0-2,0,2,2011-12,Copa del Rey,
2011-12-13,Racing Santander,Rayo Vallecano,3-2,3,2,2011-12,Copa del Rey,
2011-12-13,Real Sociedad,Granada,4-1,4,1,2011-12,Copa del Rey,
2011-12-13,San Roque Lepe,Sevilla,0-1,0,1,2011-12,Copa del Rey,
2011-12-20,Espanyol,Celta Vigo,4-2,4,2,2011-12,Copa del Rey,
2011-12-20,Real Madrid,Ponferradina,5-1,5,1,2011-12,Copa del Rey,
2011-12-20,Sevilla,San Roque Lepe,2-1,2,1,2011-12,Copa del Rey,
2011-12-20,Sporting Gijón,Mallorca,0-2,0,2,2011-12,Copa del Rey,
2011-12-21,Athletic Bilbao,Real Oviedo,1-0,1,0,2011-12,Copa del Rey,
2011-12-21,Atlético Madrid,Albacete,0-1,0,1,2011-12,Copa del Rey,
2011-12-21,Betis,Córdoba,2-1,2,1,2011-12,Copa del Rey,
2011-12-21,Granada,Real Sociedad,2-1,2,1,2011-12,Copa del Rey,
2011-12-21,Levante,Deportivo La Coruña,4-1,4,1,2011-12,Copa del Rey,
2011-12-21,Málaga,Getafe,2-2,2,2,2011-12,Copa del Rey,
2011-12-21,Osasuna,Almería,1-1,1,1,2011-12,Copa del Rey,
2011-12-21,Rayo Vallecano,Racing Santander,4-3,4,3,2011-12,Copa del Rey,
2011-12-21,Villarreal,Mirandés,0-2,0,2,2011-12,Copa del Rey,
2011-12-21,Zaragoza,Alcorcón,0-2,0,2,2011-12,Copa del Rey,
2011-12-22,Barcelona,L'Hospitalet,9-0,9,0,2011-12,Copa del Rey,
2011-12-22,Valencia,Cádiz,4-0,4,0,2011-12,Copa del Rey,
2012-01-03,Albacete,Athletic Bilbao,0-0,0,0,2011-12,Copa del Rey,
2012-01-03,Alcorcón,Levante,2-1,2,1,2011-12,Copa del Rey,
2012-01-03,Mirandés,Racing Santander,2-0,2,0,2011-12,Copa del Rey,
2012-01-03,Real Madrid,Málaga,3-2,3,2,2011-12,Copa del Rey,
2012-01-04,Barcelona,Osasuna,4-0,4,0,2011-12,Copa del Rey,
2012-01-04,Real Sociedad,Mallorca,2-0,2,0,2011-12,Copa del Rey,
2012-01-05,Córdoba,Espanyol,2-1,2,1,2011-12,Copa del Rey,
2012-01-05,Valencia,Sevilla,1-0,1,0,2011-12,Copa del Rey,
2012-01-10,Mallorca,Real Sociedad,6-1,6,1,2011-12,Copa del Rey,
2012-01-10,Málaga,Real Madrid,0-1,0,1,2011-12,Copa del Rey,
2012-01-10,Racing Santander,Mirandés,1-1,1,1,2011-12,Copa del Rey,
2012-01-11,Espanyol,Córdoba,4-2,4,2,2011-12,Copa del Rey,
2012-01-11,Levante,Alcorcón,4-0,4,0,2011-12,Copa del Rey,
2012-01-11,Sevilla,Valencia,2-1,2,1,2011-12,Copa del Rey,
2012-01-12,Athletic Bilbao,Albacete,4-0,4,0,2011-12,Copa del Rey,
2012-01-12,Osasuna,Barcelona,1-2,1,2,2011-12,Copa del Rey,
2012-01-25,Barcelona,Real Madrid,4-3,4,3,2011-12,Copa del Rey,
2012-01-25,Mallorca,Athletic Bilbao,0-3,0,3,2011-12,Copa del Rey,
2012-01-26,Levante,Valencia,1-7,1,7,2011-12,Copa del Rey,
2012-01-31,Mirandés,Athletic Bilbao,1-2,1,2,2011-12,Copa del Rey,
2012-02-01,Valencia,Barcelona,1-1,1,1,2011-12,Copa del Rey,
2012-02-07,Athletic Bilbao,Mirandés,6-2,6,2,2011-12,Copa del Rey,
2012-02-08,Barcelona,Valencia,2-0,2,0,2011-12,Copa del Rey,
2012-05-25,Athletic Bilbao,Barcelona,0-3,0,3,2011-12,Copa del Rey,
2012-08-29,Albacete,Loja,4-0,4,0,2012-13,Copa del Rey,
2012-08-29,Alcoyano,Atlético Baleares,2-0,2,0,2012-13,Copa del Rey,
2012-08-29,Arroyo,La Roda,2-1,2,1,2012-13,Copa del Rey,
2012-08-29,Catarroja,Alavés,0-2,0,2,2012-13,Copa del Rey,
2012-08-29,Caudal de Mieres,Marino de Los Cristianos,2-0,2,0,2012-13,Copa del Rey,
2012-08-29,Constància,Yeclano,3-0,3,0,2012-13,Copa del Rey,
2012-08-29,Cádiz,San Roque,3-2,3,2,2012-13,Copa del Rey,
2012-08-29,Ejea,Peña Sport,4-2,4,2,2012-13,Copa del Rey,
2012-08-29,L'Hospitalet,Orihuela,1-0,1,0,2012-13,Copa del Rey,
2012-08-29,Laudio,Eibar,0-1,0,1,2012-13,Copa del Rey,
2012-08-29,Llagostera,Badalona,1-0,1,0,2012-13,Copa del Rey,
2012-08-29,Noja,Amorebieta,3-2,3,2,2012-13,Copa del Rey,
2012-08-29,Ourense,Real Ávila,2-1,2,1,2012-13,Copa del Rey,
2012-08-29,Prat,Gimnàstic,2-1,2,1,2012-13,Copa del Rey,
2012-08-29,SD Logroñés,UD Logroñés,2-1,2,1,2012-13,Copa del Rey,
2012-08-29,Villarrobledo,Cacereño,1-3,1,3,2012-13,Copa del Rey,
2012-08-30,Atlético Sanluqueño,Cartagena,1-0,1,0,2012-13,Copa del Rey,
2012-08-30,Real Oviedo,Fuenlabrada,2-0,2,0,2012-13,Copa del Rey,
2012-09-11,Alcorcón,Numancia,4-1,4,1,2012-13,Copa del Rey,
2012-09-11,Almería,Murcia,2-0,2,0,2012-13,Copa del Rey,
2012-09-11,Mirandés,Recreativo,2-0,2,0,2012-13,Copa del Rey,
2012-09-11,Sabadell,Hércules,2-0,2,0,2012-13,Copa del Rey,
2012-09-12,Alavés,Atlético Sanluqueño,2-1,2,1,2012-13,Copa del Rey,
2012-09-12,Alcoyano,Tenerife,1-0,1,0,2012-13,Copa del Rey,
2012-09-12,Balompédica Linense,Melilla,2-2,2,2,2012-13,Copa del Rey,Melilla
2012-09-12,Constància,Ourense,1-1,1,1,2012-13,Copa del Rey,Constància
2012-09-12,Cádiz,Arroyo,1-2,1,2,2012-13,Copa del Rey,
2012-09-12,Córdoba,Elche,1-0,1,0,2012-13,Copa del Rey,
2012-09-12,Huesca,Guadalajara,2-1,2,1,2012-13,Copa del Rey,
2012-09-12,Huracán Valencia,Albacete,1-1,1,1,2012-13,Copa del Rey,Huracán Valencia
2012-09-12,L'Hospitalet,Noja,1-1,1,1,2012-13,Copa del Rey,Noja
2012-09-12,Llagostera,Ejea,1-0,1,0,2012-13,Copa del Rey,
2012-09-12,Lleida Esportiu,Eibar,0-2,0,2,2012-13,Copa del Rey,
2012-09-12,Lucena,SD Logroñés,4-1,4,1,2012-13,Copa del Rey,
2012-09-12,Lugo,Racing Santander,0-1,0,1,2012-13,Copa del Rey,
2012-09-12,Real Jaén,Caudal de Mieres,2-0,2,0,2012-13,Copa del Rey,
2012-09-12,Real Oviedo,Prat,0-0,0,0,2012-13,Copa del Rey,Prat
2012-09-12,Sporting Gijón,Girona,2-0,2,0,2012-13,Copa del Rey,
2012-09-12,Villarreal,Ponferradina,0-2,0,2,2012-13,Copa del Rey,
2012-09-12,Xerez,Las Palmas,0-1,0,1,2012-13,Copa del Rey,
2012-10-17,Almería,Alcorcón,3-0,3,0,2012-13,Copa del Rey,
2012-10-17,Constància,Melilla,1-1,1,1,2012-13,Copa del Rey,Melilla
